Employee_ID,First Name,Last Name,Specialization,Availability Time,Availability Time
358055270,Brooke,HAYNES,Neuro,"Wednesday, May 2, 2018",12:00 PM
358207332,Caden,MILES,Neuro,"Wednesday, May 2, 2018",4:30 PM
359891723,Zayden,PARK,Neuro,"Wednesday, May 2, 2018",1:00 PM
359917414,Mckenzie,WARNER,Neuro,"Thursday, May 3, 2018",10:00 AM
360593530,Nicole,PADILLA,Neuro,"Thursday, May 3, 2018",7:00 PM
361231506,Payton,BUSH,Neuro,"Thursday, May 3, 2018",5:00 PM
362179828,Margaret,THORNTON,Neuro,"Thursday, May 3, 2018",11:00 AM
362348516,Mariah,MCCARTHY,Neuro,"Thursday, May 3, 2018",12:00 PM
362949845,Riley,MANN,Trauma,"Thursday, May 3, 2018",9:00 AM
363201632,August,ZIMMERMAN,Trauma,"Thursday, May 3, 2018",3:30 PM
363282253,Eden,ERICKSON,Trauma,"Thursday, May 3, 2018",5:50 PM
363306776,Mark,FLETCHER,Trauma,"Thursday, May 3, 2018",1:00 PM
363317633,Maximus,MCKINNEY,Trauma,"Thursday, May 3, 2018",1:00 PM
363360636,Athena,PAGE,Trauma,"Thursday, May 3, 2018",2:30 PM
363448251,Amy,DAWSON,Trauma,"Thursday, May 3, 2018",10:40 AM
363451838,Norah,JOSEPH,Trauma,"Thursday, May 3, 2018",10:00 AM
363486802,Brady,MARQUEZ,Trauma,"Thursday, May 3, 2018",11:00 AM
363486833,Kenneth,REEVES,Trauma,"Thursday, May 3, 2018",3:10 PM
363590051,Paul,KLEIN,Trauma,"Thursday, May 3, 2018",4:30 PM
363738376,Londyn,ESPINOZA,Trauma,"Thursday, May 3, 2018",7:00 PM
363992049,Jaden,BALDWIN,Trauma,"Friday, May 4, 2018",12:30 PM
363998953,Nicolas,MORAN,Trauma,"Friday, May 4, 2018",2:00 PM
364017607,Valeria,LOVE,Trauma,"Friday, May 4, 2018",11:00 AM
364159440,Beau,ROBBINS,Trauma,"Friday, May 4, 2018",5:00 PM
364165557,Sara,HIGGINS,Trauma,"Friday, May 4, 2018",8:50 AM
364183992,Aliyah,BALL,Trauma,"Friday, May 4, 2018",8:00 AM
364191819,Angelina,CORTEZ,Trauma,"Friday, May 4, 2018",9:50 AM
364204209,Gracie,LE,Trauma,"Friday, May 4, 2018",8:00 AM
364234221,Dean,GRIFFITH,Trauma,"Friday, May 4, 2018",10:40 AM
364252504,Rose,BOWEN,Trauma,"Friday, May 4, 2018",12:00 PM
364267763,Jake,SHARP,Trauma,"Friday, May 4, 2018",1:30 PM
364500115,Peter,CUMMINGS,Trauma,"Friday, May 4, 2018",4:40 PM
364502063,Xander,RAMSEY,Trauma,"Friday, May 4, 2018",5:30 PM
364733950,Rachel,HARDY,Trauma,"Friday, May 4, 2018",11:00 AM
364738545,Juliana,SWANSON,Trauma,"Friday, May 4, 2018",10:00 AM
364740856,Elliot,BARBER,Trauma,"Friday, May 4, 2018",12:40 PM
364762290,Laila,ACOSTA,Trauma,"Friday, May 4, 2018",4:00 PM
364899325,Finn,LUNA,Trauma,"Friday, May 4, 2018",4:20 PM
364901807,Brooklynn,CHANDLER,Trauma,"Friday, May 4, 2018",5:50 PM
364904019,Valerie,BLAIR,Trauma,"Friday, May 4, 2018",11:40 AM
365152940,Derek,DANIEL,Trauma,"Friday, May 4, 2018",12:30 PM
365235835,Sean,CROSS,Trauma,"Friday, May 4, 2018",1:10 PM
365724094,Cayden,SIMON,Trauma,"Friday, May 4, 2018",2:30 PM
366195670,Elliott,DENNIS,Trauma,"Friday, May 4, 2018",2:00 PM
366247306,Alina,OCONNOR,Trauma,"Friday, May 4, 2018",9:00 AM
366562751,Jax,QUINN,Trauma,"Friday, May 4, 2018",3:10 PM
366626332,Reese,GROSS,Trauma,"Saturday, May 5, 2018",1:40 PM
366869252,Jasper,NAVARRO,Trauma,"Saturday, May 5, 2018",11:20 AM
367003839,Elise,MOSS,Trauma,"Saturday, May 5, 2018",1:30 PM
367242040,Lorenzo,FITZGERALD,Trauma,"Saturday, May 5, 2018",10:10 AM
367287593,Omar,DOYLE,Trauma,"Saturday, May 5, 2018",10:20 AM
367623543,Eliza,MCLAUGHLIN,Trauma,"Saturday, May 5, 2018",12:00 PM
367706767,Beckett,ROJAS,Trauma,"Saturday, May 5, 2018",12:50 PM
368494609,Alaina,RODGERS,Trauma,"Saturday, May 5, 2018",11:00 AM
368677368,Rowan,STEVENSON,Trauma,"Saturday, May 5, 2018",9:00 AM
368948250,Raelynn,SINGH,Trauma,"Saturday, May 5, 2018",10:20 AM
369111608,Leilani,YANG,Trauma,"Saturday, May 5, 2018",10:00 AM
369266386,Catherine,FIGUEROA,Trauma,"Saturday, May 5, 2018",2:40 PM
369692259,Emerson,HARMON,Trauma,"Saturday, May 5, 2018",2:00 PM
369820957,Gael,NEWTON,Trauma,"Saturday, May 5, 2018",11:20 AM
369838631,Cecilia,PAUL,Trauma,"Saturday, May 5, 2018",1:20 PM
369849199,Corbin,MANNING,Trauma,"Saturday, May 5, 2018",2:00 PM
369970819,Genevieve,GARNER,Trauma,"Saturday, May 5, 2018",3:10 PM
370139302,Daisy,MCGEE,Trauma,"Saturday, May 5, 2018",12:40 PM
370144476,Waylon,REESE,Trauma,"Saturday, May 5, 2018",3:00 PM
370406465,Harmony,FRANCIS,Trauma,"Saturday, May 5, 2018",10:50 AM
370697773,Myles,BURGESS,Trauma,"Saturday, May 5, 2018",8:40 AM
370899391,Vanessa,ADKINS,Trauma,"Saturday, May 5, 2018",2:30 PM
370901726,Adriana,GOODMAN,Trauma,"Saturday, May 5, 2018",3:40 PM
371338715,Presley,CURRY,Trauma,"Saturday, May 5, 2018",1:00 PM
372283316,Rebecca,BRADY,Trauma,"Saturday, May 5, 2018",8:00 AM
372513032,Destiny,CHRISTENSEN,Trauma,"Saturday, May 5, 2018",9:30 AM
372648912,Hayden,POTTER,Trauma,"Sunday, May 6, 2018",1:00 PM
373185673,Tanner,WALTON,Trauma,"Sunday, May 6, 2018",2:00 PM
373203236,Jorge,GOODWIN,Trauma,"Sunday, May 6, 2018",3:00 PM
373236724,Julianna,MULLINS,Trauma,"Sunday, May 6, 2018",2:00 PM
373311252,Michelle,MOLINA,Trauma,"Tuesday, May 8, 2018",5:00 PM
373342398,Javier,WEBSTER,Trauma,"Tuesday, May 8, 2018",11:10 AM
373454750,Zion,FISCHER,Trauma,"Tuesday, May 8, 2018",4:00 PM
373493387,Adelyn,CAMPOS,Trauma,"Tuesday, May 8, 2018",10:10 AM
373515261,Arabella,AVILA,Trauma,"Tuesday, May 8, 2018",5:00 PM
373563219,Summer,SHERMAN,Trauma,"Tuesday, May 8, 2018",6:00 PM
373714084,Andres,TODD,Trauma,"Tuesday, May 8, 2018",1:30 PM
373849969,Callie,CHANG,Trauma,"Tuesday, May 8, 2018",2:20 PM
373903654,Charlie,BLAKE,Trauma,"Tuesday, May 8, 2018",3:40 PM
374151636,Paxton,MALONE,Trauma,"Tuesday, May 8, 2018",2:30 PM
374211477,Emiliano,WOLF,Trauma,"Tuesday, May 8, 2018",9:20 AM
374308914,Kaitlyn,HODGES,Trauma,"Tuesday, May 8, 2018",12:50 PM
374791544,Brooks,JUAREZ,Trauma,"Tuesday, May 8, 2018",2:50 PM
375239755,Zane,GILL,Trauma,"Tuesday, May 8, 2018",11:00 AM
375295479,Ryleigh,FARMER,Trauma,"Tuesday, May 8, 2018",5:00 PM
375380948,Lila,HINES,Trauma,"Tuesday, May 8, 2018",5:30 PM
376183339,Daniela,GALLAGHER,Trauma,"Tuesday, May 8, 2018",6:50 PM
376197239,Arya,DURAN,Trauma,"Tuesday, May 8, 2018",10:40 AM
376202925,Simon,HUBBARD,Trauma,"Wednesday, May 9, 2018",10:40 AM
376374689,Judah,CANNON,Trauma,"Wednesday, May 9, 2018",11:10 AM
376412660,Alana,MIRANDA,Trauma,"Wednesday, May 9, 2018",12:40 PM
376413870,Esther,WANG,Trauma,"Wednesday, May 9, 2018",12:00 PM
376436174,Griffin,SAUNDERS,Trauma,"Wednesday, May 9, 2018",12:50 PM
376510438,Finley,TATE,Trauma,"Wednesday, May 9, 2018",11:40 AM
376561911,Gabrielle,MACK,Trauma,"Wednesday, May 9, 2018",2:00 PM
377321278,Cody,HAMMOND,Trauma,"Wednesday, May 9, 2018",10:00 AM
377342622,Gunner,CARRILLO,Trauma,"Wednesday, May 9, 2018",4:50 PM
377677727,Jessica,TOWNSEND,Trauma,"Wednesday, May 9, 2018",3:50 PM
377704407,Dawson,WISE,Trauma,"Wednesday, May 9, 2018",5:20 PM
377831429,Israel,INGRAM,Trauma,"Wednesday, May 9, 2018",11:00 AM
377908737,Charlie,BARTON,Trauma,"Thursday, May 10, 2018",3:00 PM
377989827,Stephanie,MEJIA,Trauma,"Thursday, May 10, 2018",4:10 PM
378326916,Tessa,AYALA,Trauma,"Thursday, May 10, 2018",8:20 AM
378352300,Rylan,SCHROEDER,Trauma,"Thursday, May 10, 2018",4:10 PM
378781805,Makenzie,HAMPTON,Trauma,"Thursday, May 10, 2018",6:00 PM
378782714,Ana,ROWE,Trauma,"Thursday, May 10, 2018",9:10 AM
379256460,Amaya,PARSONS,Trauma,"Thursday, May 10, 2018",10:30 AM
379323382,Alexandria,FRANK,Trauma,"Thursday, May 10, 2018",2:00 PM
379395415,Gage,WATERS,Trauma,"Thursday, May 10, 2018",2:00 PM
379693831,Alivia,STRICKLAND,Trauma,"Thursday, May 10, 2018",3:20 PM
379869627,Nova,OSBORNE,Trauma,"Thursday, May 10, 2018",4:50 PM
379937581,Messiah,MAXWELL,Trauma,"Thursday, May 10, 2018",5:10 PM
379983299,River,CHAN,Trauma,"Thursday, May 10, 2018",10:30 AM
380090605,Kameron,DELEON,Trauma,"Thursday, May 10, 2018",11:00 AM
380641055,Anastasia,NORMAN,Trauma,"Thursday, May 10, 2018",10:00 AM
380834987,Iris,HARRINGTON,Trauma,"Thursday, May 10, 2018",5:00 PM
380908399,Marley,CASEY,Trauma,"Thursday, May 10, 2018",10:00 AM
380932800,Fiona,PATTON,Trauma,"Thursday, May 10, 2018",6:00 PM
380974668,Angela,LOGAN,Trauma,"Thursday, May 10, 2018",1:00 PM
381059732,Giselle,BOWERS,Trauma,"Thursday, May 10, 2018",9:30 AM
381342267,Stephen,MUELLER,Trauma,"Thursday, May 10, 2018",12:20 PM
381471023,Francisco,GLOVER,Trauma,"Thursday, May 10, 2018",3:00 PM
381477230,Kate,FLOYD,Trauma,"Thursday, May 10, 2018",3:00 PM
381722077,Clayton,HARTMAN,Trauma,"Thursday, May 10, 2018",4:00 PM
382002079,Zander,BUCHANAN,Trauma,"Friday, May 11, 2018",5:00 PM
382013715,Alayna,COBB,Trauma,"Friday, May 11, 2018",5:30 PM
382045106,Chance,FRENCH,Trauma,"Friday, May 11, 2018",2:30 PM
382201985,Lola,KRAMER,Trauma,"Friday, May 11, 2018",1:00 PM
382497397,Lucia,MCCORMICK,Trauma,"Friday, May 11, 2018",2:10 PM
382509315,Eduardo,CLARKE,Trauma,"Friday, May 11, 2018",1:30 PM
382596778,Juliette,TYLER,Trauma,"Friday, May 11, 2018",3:00 PM
382617920,Parker,GIBBS,Trauma,"Friday, May 11, 2018",11:30 AM
382991304,Teagan,MOODY,Trauma,"Friday, May 11, 2018",12:30 PM
383298204,Sienna,CONNER,Trauma,"Friday, May 11, 2018",1:10 PM
383718755,Spencer,SPARKS,Trauma,"Friday, May 11, 2018",10:20 AM
383819300,Lukas,MCGUIRE,Trauma,"Friday, May 11, 2018",4:20 PM
384282298,Georgia,LEON,Trauma,"Friday, May 11, 2018",11:20 AM
384830320,Hope,BAUER,Trauma,"Friday, May 11, 2018",4:00 PM
385145330,Cali,NORTON,Trauma,"Friday, May 11, 2018",10:00 AM
385285922,Vivienne,POPE,Trauma,"Friday, May 11, 2018",1:30 PM
385533456,Damien,FLYNN,Trauma,"Friday, May 11, 2018",9:00 AM
385724144,Dallas,HOGAN,Trauma,"Friday, May 11, 2018",8:30 AM
385756768,Izabella,ROBLES,Trauma,"Friday, May 11, 2018",5:50 PM
385919493,Kinley,SALINAS,Trauma,"Friday, May 11, 2018",6:20 PM
385957032,Conner,YATES,Trauma,"Friday, May 11, 2018",5:00 PM
386098453,Travis,LINDSEY,Trauma,"Saturday, May 12, 2018",9:00 AM
386239683,Daleyza,LLOYD,Trauma,"Saturday, May 12, 2018",9:20 AM
386241770,Kylee,MARSH,Trauma,"Saturday, May 12, 2018",10:50 AM
386505750,Knox,MCBRIDE,Trauma,"Saturday, May 12, 2018",3:20 PM
386592716,Jayla,OWEN,Trauma,"Saturday, May 12, 2018",11:00 AM
387109554,Raymond,SOLIS,Trauma,"Saturday, May 12, 2018",11:00 AM
387310377,Katelyn,PHAM,Trauma,"Saturday, May 12, 2018",4:20 PM
387428400,Peyton,LANG,Trauma,"Saturday, May 12, 2018",12:30 PM
