Employee_ID,First Name,Last Name,Doctor_Availability_Date,Doctor_Availability_Time,Specialization
377831429,Israel,INGRAM,9-May,11:00:00,Trauma
377908737,Charlie,BARTON,10-May,15:00:00,Trauma
377989827,Stephanie,MEJIA,10-May,16:10:00,Trauma
378326916,Tessa,AYALA,10-May,8:20:00,Trauma
378352300,Rylan,SCHROEDER,10-May,16:10:00,Trauma
378781805,Makenzie,HAMPTON,10-May,18:00:00,Trauma
378782714,Ana,ROWE,10-May,9:10:00,Trauma
379256460,Amaya,PARSONS,10-May,10:30:00,Trauma
379323382,Alexandria,FRANK,10-May,14:00:00,Trauma
379395415,Gage,WATERS,10-May,14:00:00,Trauma
379693831,Alivia,STRICKLAND,10-May,15:20:00,Trauma
379869627,Nova,OSBORNE,10-May,16:50:00,Trauma
379937581,Messiah,MAXWELL,10-May,17:10:00,Trauma
379983299,River,CHAN,10-May,10:30:00,Trauma
380090605,Kameron,DELEON,10-May,11:00:00,Trauma
380641055,Anastasia,NORMAN,10-May,10:00:00,Trauma
380834987,Iris,HARRINGTON,10-May,17:00:00,Trauma
380908399,Marley,CASEY,10-May,10:00:00,Trauma
380932800,Fiona,PATTON,10-May,18:00:00,Trauma
380974668,Angela,LOGAN,10-May,13:00:00,Trauma
381059732,Giselle,BOWERS,10-May,9:30:00,Trauma
381342267,Stephen,MUELLER,10-May,12:20:00,Trauma
381471023,Francisco,GLOVER,10-May,15:00:00,Trauma
381477230,Kate,FLOYD,10-May,15:00:00,Trauma
381722077,Clayton,HARTMAN,10-May,16:00:00,Trauma
382002079,Zander,BUCHANAN,11-May,17:00:00,Trauma
382013715,Alayna,COBB,11-May,17:30:00,Trauma
382045106,Chance,FRENCH,11-May,14:30:00,Trauma
382201985,Lola,KRAMER,11-May,13:00:00,Trauma
382497397,Lucia,MCCORMICK,11-May,14:10:00,Trauma
382509315,Eduardo,CLARKE,11-May,13:30:00,Trauma
382596778,Juliette,TYLER,11-May,15:00:00,Trauma
382617920,Parker,GIBBS,11-May,11:30:00,Trauma
382991304,Teagan,MOODY,11-May,12:30:00,Trauma
383298204,Sienna,CONNER,11-May,13:10:00,Trauma
383718755,Spencer,SPARKS,11-May,10:20:00,Trauma
383819300,Lukas,MCGUIRE,11-May,16:20:00,Trauma
384282298,Georgia,LEON,11-May,11:20:00,Trauma
384830320,Hope,BAUER,11-May,16:00:00,Trauma
385145330,Cali,NORTON,11-May,10:00:00,Trauma
385285922,Vivienne,POPE,11-May,13:30:00,Trauma
385533456,Damien,FLYNN,11-May,9:00:00,Trauma
385724144,Dallas,HOGAN,11-May,8:30:00,Trauma
385756768,Izabella,ROBLES,11-May,17:50:00,Trauma
385919493,Kinley,SALINAS,11-May,18:20:00,Trauma
385957032,Conner,YATES,11-May,17:00:00,Trauma
386098453,Travis,LINDSEY,12-May,9:00:00,Trauma
386239683,Daleyza,LLOYD,12-May,9:20:00,Trauma
386241770,Kylee,MARSH,12-May,10:50:00,Trauma
386505750,Knox,MCBRIDE,12-May,15:20:00,Trauma
386592716,Jayla,OWEN,12-May,11:00:00,Trauma
387109554,Raymond,SOLIS,12-May,11:00:00,Trauma
387310377,Katelyn,PHAM,12-May,16:20:00,Trauma
387428400,Peyton,LANG,12-May,12:30:00,Trauma
